yea_count,nay_count,nominate_mid_1,nominate_mid_2,cumulative_rolls,action_count,sentiment,passed,date
209,213,0.178,0.726,759533,1.0,-0.296,0,2024-07-23
147,267,0.315,-0.169,760616,1.0,-0.296,0,2024-07-23
136,285,0.427,0.085,761707,1.0,-0.296,0,2024-07-23
125,295,0.439,-0.001,762797,1.0,-0.296,0,2024-07-23
218,204,-0.057,0.41,763889,1.0,-0.296,0,2024-07-23
128,291,0.404,-0.076,764977,1.0,-0.296,0,2024-07-23
134,283,0.46,0.226,766064,1.0,-0.296,0,2024-07-23
121,298,0.266,-0.447,767150,1.0,-0.296,0,2024-07-23
115,305,0.174,-0.749,768235,1.0,-0.296,0,2024-07-23
133,286,0.514,0.443,769324,1.0,-0.296,0,2024-07-23
214,203,0.158,-0.987,770421,1.0,-0.296,0,2024-07-23
51,43,0.16,0.987,770990,18.0,-0.296,0,2024-07-24
185,231,0.183,0.78,772103,18.0,-0.296,0,2024-07-24
85,12,0.22,-0.975,772671,18.0,-0.296,0,2024-07-24
78,16,0.382,-0.924,773238,18.0,-0.296,0,2024-07-24
210,205,-0.072,0.51,774355,18.0,-0.296,1,2024-07-24
160,256,0.084,-0.664,775471,18.0,-0.296,0,2024-07-24
210,204,0.085,0.144,776586,18.0,-0.296,0,2024-07-24
173,243,0.325,0.199,777700,18.0,-0.296,0,2024-07-24
207,211,0.379,-0.854,778812,18.0,-0.296,0,2024-07-24
210,202,0.024,0.164,779922,18.0,-0.296,1,2024-07-24
208,195,0.025,0.16,781031,18.0,-0.296,1,2024-07-24
148,267,-0.026,-0.966,782139,18.0,-0.296,0,2024-07-24
156,236,0.405,0.403,783244,18.0,-0.296,0,2024-07-24
211,202,0.142,0.265,784350,18.0,-0.296,0,2024-07-24
174,239,0.244,-0.362,785457,18.0,-0.296,0,2024-07-24
416,0,0.0,0.0,786568,18.0,-0.296,1,2024-07-24
86,1,0.0,0.0,787139,0.0,-0.296,0,2024-07-25
79,16,0.329,-0.944,787709,0.0,-0.296,0,2024-07-25
220,196,-0.124,0.336,788827,0.0,-0.296,1,2024-07-25
73,13,0.453,-0.891,789399,0.0,-0.296,0,2024-07-29
50,43,0.315,-0.105,789974,0.0,-0.296,0,2024-07-30
50,41,0.504,-0.727,790548,0.0,-0.296,0,2024-07-30
91,3,-0.869,0.495,791121,0.0,-0.296,0,2024-07-30
51,43,0.253,-0.075,791697,0.0,-0.296,0,2024-07-31
50,41,0.255,-0.083,792274,0.0,-0.296,0,2024-07-31
52,39,0.254,0.047,792852,0.0,-0.296,0,2024-07-31
54,36,0.353,0.083,793432,0.0,-0.296,0,2024-07-31
53,39,0.346,-0.035,794011,0.0,-0.296,0,2024-07-31
48,44,-0.219,-0.594,794593,1.0,-0.296,0,2024-08-01
59,34,0.089,0.422,795174,1.0,-0.296,0,2024-08-01
306,81,-0.351,-0.242,796294,0.0,-0.296,1,2024-09-09
50,40,0.241,-0.075,796877,0.0,-0.296,0,2024-09-09
351,36,0.103,-0.568,797996,0.0,-0.296,1,2024-09-09
51,43,0.222,-0.17,798582,0.0,-0.296,0,2024-09-10
52,43,0.222,-0.17,799167,0.0,-0.296,0,2024-09-10
53,43,0.25,-0.067,799751,0.0,-0.296,0,2024-09-10
193,189,0.024,0.123,800872,0.0,-0.296,1,2024-09-10
197,213,0.022,0.14,801997,0.0,-0.296,0,2024-09-10
253,151,-0.181,-0.168,803121,0.0,-0.296,0,2024-09-10
413,3,0.0,0.0,804244,0.0,-0.296,1,2024-09-10
209,206,-0.173,0.985,805366,0.0,-0.296,1,2024-09-10
249,161,-0.05,-0.2,806492,0.0,-0.296,1,2024-09-10
55,42,0.303,-0.074,807079,0.0,-0.296,0,2024-09-11
55,42,0.303,-0.074,807667,0.0,-0.296,0,2024-09-11
55,39,0.455,-0.89,808256,0.0,-0.296,0,2024-09-11
403,0,0.0,0.0,809383,0.0,-0.296,0,2024-09-11
219,199,-0.115,0.311,810512,0.0,-0.296,1,2024-09-11
202,215,0.024,0.134,811640,0.0,-0.296,0,2024-09-11
237,180,0.087,-0.41,812771,0.0,-0.296,1,2024-09-11
203,213,0.025,0.134,813903,0.0,-0.296,0,2024-09-11
269,149,-0.421,0.486,815036,0.0,-0.296,1,2024-09-11
203,214,0.024,0.134,816166,0.0,-0.296,0,2024-09-11
217,192,-0.062,0.115,817301,1.0,-0.296,1,2024-09-12
54,41,0.457,-0.889,817891,1.0,-0.296,0,2024-09-12
49,42,-0.061,-0.031,818482,1.0,-0.296,0,2024-09-12
195,210,0.023,0.139,819616,1.0,-0.296,0,2024-09-12
48,46,-0.079,-0.002,820208,0.0,-0.296,0,2024-09-16
218,181,-0.116,0.14,821344,0.0,-0.296,0,2024-09-17
51,44,0.222,-0.158,821938,0.0,-0.296,0,2024-09-17
308,87,0.383,-0.924,823075,0.0,-0.296,1,2024-09-17
54,42,0.329,-0.138,823668,0.0,-0.296,0,2024-09-17
52,41,0.329,-0.138,824263,0.0,-0.296,0,2024-09-17
51,44,0.131,-0.225,824859,0.0,-0.296,0,2024-09-18
408,7,0.0,0.0,825999,0.0,-0.296,1,2024-09-18
49,44,0.131,-0.25,826596,0.0,-0.296,0,2024-09-18
50,44,0.149,0.989,827194,0.0,-0.296,0,2024-09-18
393,22,0.483,-0.622,828337,0.0,-0.296,1,2024-09-18
214,200,0.016,0.127,829476,0.0,-0.296,1,2024-09-18
206,196,0.016,0.123,830614,0.0,-0.296,1,2024-09-18
405,10,0.0,0.0,831755,0.0,-0.296,1,2024-09-18
402,13,0.683,-0.598,832897,0.0,-0.296,1,2024-09-18
206,213,0.025,0.148,834041,0.0,-0.296,0,2024-09-18
217,206,-0.091,0.299,835186,0.0,-0.296,1,2024-09-18
231,189,0.036,-0.654,836332,0.0,-0.296,1,2024-09-18
266,158,-0.277,0.103,837479,0.0,-0.296,1,2024-09-18
209,214,0.025,0.148,838627,0.0,-0.296,0,2024-09-18
202,220,-0.313,0.95,839776,0.0,-0.296,0,2024-09-18
195,203,0.024,0.161,840926,0.0,-0.296,0,2024-09-19
213,201,-0.108,0.353,842077,0.0,-0.296,1,2024-09-19
206,211,0.025,0.147,843229,0.0,-0.296,0,2024-09-19
215,203,-0.085,0.285,844382,0.0,-0.296,1,2024-09-19
47,47,0.144,-0.99,844981,0.0,-0.296,0,2024-09-19
76,15,0.665,-0.693,845581,0.0,-0.296,0,2024-09-19
190,200,0.024,0.145,846735,0.0,-0.296,0,2024-09-20
405,0,0.0,0.0,847892,0.0,-0.296,1,2024-09-20
215,191,0.054,-0.079,849048,0.0,-0.296,1,2024-09-20
219,186,0.174,-0.961,850203,0.0,-0.296,1,2024-09-20
365,20,0.318,-0.948,851363,0.0,-0.296,1,2024-09-23
69,17,0.704,-0.71,851964,0.0,-0.296,0,2024-09-23
366,21,0.362,-0.932,853123,0.0,-0.296,1,2024-09-23
257,125,-0.669,0.743,854281,0.0,-0.296,1,2024-09-23
56,36,0.419,-0.194,854883,0.0,-0.296,0,2024-09-24
55,36,0.467,-0.28,855486,0.0,-0.296,0,2024-09-24
373,41,0.169,-0.511,856651,0.0,-0.296,1,2024-09-24
415,0,0.0,0.0,857815,0.0,-0.296,1,2024-09-24
268,151,0.032,-0.544,858981,0.0,-0.296,1,2024-09-24
208,204,0.024,0.149,860142,0.0,-0.296,1,2024-09-24
212,207,0.024,0.149,861304,0.0,-0.296,1,2024-09-24
377,43,0.589,-0.292,862467,0.0,-0.296,1,2024-09-24
78,18,0.534,0.229,863074,0.0,-0.296,0,2024-09-25
341,82,-0.052,-0.976,864242,0.0,-0.296,1,2024-09-25
419,1,0.0,0.0,865411,0.0,-0.296,0,2024-09-25
243,174,-0.365,0.531,866581,0.0,-0.296,1,2024-09-25
206,212,0.024,0.155,867752,0.0,-0.296,0,2024-09-25
255,161,-0.408,0.7,868924,0.0,-0.296,1,2024-09-25
219,194,-0.143,0.266,870097,0.0,-0.296,1,2024-09-25
58,37,0.257,-0.966,870703,0.0,-0.296,0,2024-09-25
58,37,0.301,-0.953,871308,0.0,-0.296,0,2024-09-25
39,56,0.016,1.0,871912,0.0,-0.296,0,2024-09-25
413,1,0.0,0.0,873079,0.0,-0.296,1,2024-09-25
51,44,0.225,-0.194,873687,7.0,-0.296,0,2024-11-12
175,225,0.223,0.197,874862,7.0,-0.296,0,2024-11-12
256,145,0.023,-0.398,876038,7.0,-0.296,0,2024-11-12
327,75,0.616,-0.087,877212,7.0,-0.296,1,2024-11-12
50,48,0.071,0.997,877821,0.0,-0.296,0,2024-11-13
50,48,0.032,-0.418,878432,0.0,-0.296,0,2024-11-13
211,201,0.024,0.147,879609,0.0,-0.296,1,2024-11-13
212,201,0.024,0.147,880787,0.0,-0.296,1,2024-11-13
58,37,0.403,-0.915,881399,0.0,-0.296,0,2024-11-13
50,46,0.071,0.997,882009,0.0,-0.296,0,2024-11-13
245,155,-0.36,0.373,883189,0.0,-0.296,1,2024-11-14
198,206,0.023,0.147,884370,0.0,-0.296,0,2024-11-14
225,181,-0.09,-0.101,885552,0.0,-0.296,1,2024-11-14
49,44,-0.042,-0.266,886167,0.0,-0.296,0,2024-11-14
50,46,0.034,-0.394,886781,0.0,-0.296,0,2024-11-14
59,37,0.355,-0.935,887394,0.0,-0.296,0,2024-11-14
199,206,0.023,0.147,888573,0.0,-0.296,0,2024-11-14
381,1,0.0,0.0,889756,0.0,-0.296,1,2024-11-15
46,38,-0.0,-0.263,890382,1.0,-0.296,0,2024-11-18
46,36,0.234,-0.216,891016,1.0,-0.296,0,2024-11-18
49,45,-0.042,-0.266,891632,1.0,-0.296,0,2024-11-18
48,39,0.001,-0.261,892249,1.0,-0.296,0,2024-11-18
47,36,0.001,-0.261,892867,1.0,-0.296,0,2024-11-18
46,39,-0.001,-0.268,893486,1.0,-0.296,0,2024-11-18
46,40,-0.001,-0.268,894106,1.0,-0.296,0,2024-11-18
46,40,-0.001,-0.268,894727,1.0,-0.296,0,2024-11-18
46,42,-0.0,-0.263,895349,1.0,-0.296,0,2024-11-18
46,41,-0.0,-0.263,895972,1.0,-0.296,0,2024-11-18
46,41,-0.0,-0.263,896596,1.0,-0.296,0,2024-11-18
46,40,-0.0,-0.263,897221,1.0,-0.296,0,2024-11-18
389,9,0.0,0.0,898405,1.0,-0.296,1,2024-11-18
396,6,0.0,0.0,899590,1.0,-0.296,1,2024-11-18
45,38,-0.001,-0.26,900217,1.0,-0.296,0,2024-11-18
46,38,-0.0,-0.263,900850,1.0,-0.296,0,2024-11-18
46,38,-0.0,-0.263,901482,1.0,-0.296,0,2024-11-18
46,39,-0.0,-0.263,902113,1.0,-0.296,0,2024-11-18
46,39,-0.0,-0.263,902743,1.0,-0.296,0,2024-11-18
45,39,-0.001,-0.26,903372,1.0,-0.296,0,2024-11-18
46,39,-0.0,-0.263,904000,1.0,-0.296,0,2024-11-18
196,215,-0.095,0.166,905189,1.0,-0.296,0,2024-11-19
50,42,0.002,-0.226,905829,1.0,-0.296,0,2024-11-19
50,44,-0.043,-0.271,906468,1.0,-0.296,0,2024-11-19
50,45,-0.043,-0.271,907106,1.0,-0.296,0,2024-11-19
210,199,0.023,0.14,908292,1.0,-0.296,1,2024-11-19
212,203,0.023,0.14,909479,1.0,-0.296,1,2024-11-19
200,210,-0.041,0.239,910667,1.0,-0.296,0,2024-11-19
244,171,0.113,-0.962,911858,1.0,-0.296,1,2024-11-19
202,211,0.023,0.14,913048,1.0,-0.296,0,2024-11-19
51,44,0.034,-0.395,913685,1.0,-0.296,0,2024-11-19
41,26,0.037,-0.427,914320,1.0,-0.296,0,2024-11-19
51,43,0.034,-0.395,914956,1.0,-0.296,0,2024-11-19
18,79,-0.314,0.95,915600,2.0,-0.296,0,2024-11-20
19,78,-0.341,0.94,916245,2.0,-0.296,0,2024-11-20
50,49,-0.066,-0.027,916888,2.0,-0.296,0,2024-11-20
51,48,0.13,-0.232,917538,2.0,-0.296,0,2024-11-20
50,48,-0.042,-0.266,918179,2.0,-0.296,0,2024-11-20
17,80,-0.398,0.917,918825,2.0,-0.296,0,2024-11-20
50,48,-0.066,-0.027,919467,2.0,-0.296,0,2024-11-20
37,61,0.5,-0.866,920114,2.0,-0.296,0,2024-11-20
334,63,0.628,-0.001,921307,2.0,-0.296,1,2024-11-20
50,49,0.003,-0.222,921956,2.0,-0.296,0,2024-11-20
388,21,0.098,-0.81,923150,2.0,-0.296,1,2024-11-20
50,49,0.003,-0.222,923801,2.0,-0.296,0,2024-11-20
335,37,0.258,-0.966,924993,2.0,-0.296,1,2024-11-20
51,49,0.034,-0.394,925641,2.0,-0.296,0,2024-11-20
372,6,0.0,0.0,926837,7.0,-0.296,1,2024-11-21
219,184,-0.169,0.297,928032,7.0,-0.296,1,2024-11-21
50,49,0.003,-0.222,928684,7.0,-0.296,0,2024-11-21
50,49,0.003,-0.222,929337,7.0,-0.296,0,2024-11-21
51,47,0.034,-0.394,929991,7.0,-0.296,0,2024-11-21
82,12,0.467,0.884,930646,7.0,-0.296,0,2024-11-21
47,45,-0.007,-0.231,931303,1.0,-0.296,0,2024-12-02
48,43,0.131,-0.262,931959,1.0,-0.296,0,2024-12-02
50,48,0.03,-0.418,932618,0.0,-0.296,0,2024-12-03
366,21,0.593,-0.524,933815,0.0,-0.296,1,2024-12-03
50,48,0.03,-0.418,934473,0.0,-0.296,0,2024-12-03
50,48,0.03,-0.418,935133,0.0,-0.296,0,2024-12-03
50,45,0.226,-0.196,935798,6.0,-0.296,0,2024-12-04
52,45,0.225,-0.195,936462,6.0,-0.296,0,2024-12-04
52,46,0.225,-0.195,937125,6.0,-0.296,0,2024-12-04
50,49,0.028,-0.419,937787,6.0,-0.296,0,2024-12-04
50,48,0.028,-0.419,938448,6.0,-0.296,0,2024-12-04
207,199,0.023,0.147,939649,6.0,-0.296,1,2024-12-04
378,16,0.643,-0.527,940847,6.0,-0.296,1,2024-12-04
378,25,0.567,-0.54,942046,6.0,-0.296,1,2024-12-04
206,200,0.023,0.147,943246,6.0,-0.296,1,2024-12-04
204,198,-0.151,0.989,944455,1.0,-0.296,1,2024-12-05
206,198,-0.147,0.989,945663,1.0,-0.296,1,2024-12-05
208,196,0.027,-0.046,946870,1.0,-0.296,1,2024-12-05
197,206,0.086,-0.36,948076,1.0,-0.296,0,2024-12-05
199,204,0.112,0.008,949281,1.0,-0.296,0,2024-12-05
381,15,0.431,-0.902,950485,1.0,-0.296,1,2024-12-05
399,1,0.0,0.0,951688,1.0,-0.296,1,2024-12-05
389,6,0.0,0.0,952890,1.0,-0.296,1,2024-12-05
52,45,0.225,-0.195,953556,1.0,-0.296,0,2024-12-05
50,45,0.027,-0.419,954223,1.0,-0.296,0,2024-12-05
48,45,0.027,-0.419,954891,1.0,-0.296,0,2024-12-05
327,62,-0.893,0.45,956101,0.0,-0.296,1,2024-12-06
48,44,0.026,-0.419,956770,0.0,-0.296,0,2024-12-09
49,47,0.001,-0.234,957441,0.0,-0.296,0,2024-12-10
399,18,0.426,-0.905,958652,0.0,-0.296,1,2024-12-10
210,205,0.024,0.146,959864,0.0,-0.296,1,2024-12-10
211,207,0.024,0.146,961077,0.0,-0.296,1,2024-12-10
215,200,-0.057,0.171,962292,0.0,-0.296,1,2024-12-10
410,6,0.0,0.0,963506,0.0,-0.296,1,2024-12-10
49,48,0.026,-0.419,964176,0.0,-0.296,0,2024-12-10
409,4,0.0,0.0,965392,0.0,-0.296,1,2024-12-10
281,140,0.389,-0.353,966610,0.0,-0.296,1,2024-12-11
50,47,-0.042,-0.263,967283,0.0,-0.296,0,2024-12-11
49,50,-0.095,-0.275,967955,0.0,-0.296,0,2024-12-11
407,0,0.0,0.0,969172,0.0,-0.296,1,2024-12-11
236,173,-0.246,0.324,970391,5.0,-0.296,1,2024-12-12
50,46,-0.07,-0.016,971065,5.0,-0.296,0,2024-12-12
50,45,-0.07,-0.016,971740,5.0,-0.296,0,2024-12-12
83,12,-0.715,0.7,972416,6.0,-0.296,0,2024-12-16
348,39,0.274,-0.932,973639,6.0,-0.296,1,2024-12-16
382,12,0.756,-0.439,974861,6.0,-0.296,1,2024-12-16
390,0,0.0,0.0,976082,6.0,-0.296,1,2024-12-16
374,15,0.643,-0.593,977302,6.0,-0.296,1,2024-12-16
198,211,0.027,0.118,978528,10.0,-0.296,0,2024-12-17
210,201,0.129,-0.162,979755,10.0,-0.296,1,2024-12-17
402,12,0.231,-0.973,980983,10.0,-0.296,1,2024-12-17
311,96,0.484,-0.776,982212,10.0,-0.296,1,2024-12-17
207,192,0.027,0.119,983436,10.0,-0.296,1,2024-12-17
212,197,0.027,0.119,984661,10.0,-0.296,1,2024-12-17
404,1,0.0,0.0,985893,7.0,-0.296,1,2024-12-18
381,20,0.367,-0.87,987126,7.0,-0.296,1,2024-12-18
97,1,0.0,0.0,987805,7.0,-0.296,0,2024-12-18
373,33,0.257,-0.967,989035,7.0,-0.296,1,2024-12-18
369,37,0.449,-0.68,990266,7.0,-0.296,1,2024-12-18
85,14,-0.64,0.338,990943,7.0,-0.296,0,2024-12-18
73,27,-0.396,-0.918,991621,7.0,-0.296,0,2024-12-18
73,23,-0.206,-0.979,992301,16.0,-0.296,0,2024-12-19
174,235,-0.413,0.911,993535,16.0,-0.296,0,2024-12-19
366,34,0.543,-0.602,994770,17.0,-0.296,1,2024-12-20
49,47,0.003,-0.219,995451,17.0,-0.296,0,2024-12-20
49,47,0.003,-0.219,996133,17.0,-0.296,0,2024-12-20
49,47,0.003,-0.219,996816,17.0,-0.296,0,2024-12-20
49,47,0.003,-0.219,997500,17.0,-0.296,0,2024-12-20
3,93,0.877,0.481,998185,17.0,-0.296,0,2024-12-20
28,67,0.289,-0.957,998871,17.0,-0.296,0,2024-12-20
32,64,-0.055,-0.998,999558,17.0,-0.296,0,2024-12-20
34,62,-0.044,-0.999,1000246,17.0,-0.296,0,2024-12-20
66,30,0.086,-0.996,1000935,17.0,-0.296,0,2024-12-20
76,20,-0.272,-0.962,1001625,18.0,-0.296,0,2024-12-21
85,11,0.608,0.788,1002316,18.0,-0.296,0,2024-12-21
217,199,-0.013285538482318497,0.061994651265744605,436232,0.0,-0.296,1,2023-01-03
319,101,-0.04757502175976133,0.12339771268938096,308830,0.0,-0.296,1,2023-01-03
220,188,-0.08400593132836529,0.21056599083388167,880615,0.0,-0.296,1,2023-01-03
410,4,0.0045464348018506295,-0.025071601625739404,803968,0.0,-0.296,1,2023-01-04
215,201,0.008426106474350088,0.11168601667174219,211431,0.0,-0.296,1,2023-01-04
220,208,0.08281324173824896,-0.07595621839615546,94956,0.0,-0.296,1,2023-01-04
272,124,-0.288424474439976,0.29883980268364185,884494,0.0,-0.296,1,2023-01-04
306,115,0.40363715652445686,-0.04844347939913429,335197,0.0,-0.296,1,2023-01-05
209,198,0.022,0.0785410824858986,111033,0.0,-0.296,1,2023-01-05
219,210,0.022877779023190662,-0.04646665172171204,342,2.0777566057587267,-0.296,1,2023-01-05
243,167,-0.1608668953686061,0.42640337055684063,648681,18.095738224031084,-0.296,1,2023-01-05
211,199,-0.06768803551632395,0.6369528301899694,325510,0.0,-0.296,1,2023-01-05
409,7,0.0,0.0,21653,5.503471542385968,-0.296,1,2023-01-05
241,186,0.2264454507976312,-0.6019966895909681,44305,0.0,-0.296,1,2023-01-06
376,7,0.1307262481224099,-0.0067418568214073025,531791,0.0,-0.296,1,2023-01-06
213,201,0.029,0.02506115375133763,8010,0.0,-0.296,1,2023-01-06
212,195,-0.1229139255376431,0.3910313964695578,710699,0.710141468479831,-0.296,1,2023-01-06
208,195,0.06744785964898009,0.007570112143496038,981976,10.0,-0.296,1,2023-01-06
215,196,-0.008660119141821021,0.09947686118131549,101417,0.0,-0.296,1,2023-01-07
207,192,0.027,0.119,983466,10.0,-0.296,1,2023-01-09
217,202,0.027,0.042,20640,0.0,-0.296,1,2023-01-09
372,40,0.4876501732331346,-0.5580219471586585,619147,0.0,-0.296,1,2023-01-09
211,202,-0.08628534639524749,0.435949462406462,513194,0.0,-0.296,1,2023-01-09
363,47,0.1335932242421406,-0.9644059485697148,562389,0.0,-0.296,1,2023-01-09
420,0,0.0,0.0,350864,0.0,-0.296,1,2023-01-10
349,72,0.1816993620560278,-0.4151553152650119,306496,0.0,-0.296,1,2023-01-10
359,38,0.5602097802998902,-0.354379080080534,391752,0.0,-0.296,1,2023-01-11
210,206,0.024,0.146,960483,0.0,-0.296,1,2023-01-11
276,135,0.014263528449465393,0.08558117069679237,521800,0.0,-0.296,1,2023-01-11
401,7,0.07477407176882414,-0.2262272871986718,103515,0.0,-0.296,1,2023-01-12
211,201,-0.12485096846750113,0.9566139684037892,324965,0.0,-0.296,1,2023-01-23
269,148,0.14935789843807573,-0.18173918223486962,960320,0.0,-0.296,1,2023-01-24
378,16,-0.023550200893707414,-0.2391066315228457,577364,0.0,-0.296,1,2023-01-24
221,198,-0.05130830558991613,0.144170493130191,20991,2.0165228907274537,-0.296,1,2023-01-25
310,87,0.028353465032434244,-0.17654355873971472,651659,8.392129998336705,-0.296,1,2023-01-25
215,201,-0.051909721842381865,0.2125286351613198,435577,0.0,-0.296,1,2023-01-25
257,150,0.27352594730769664,-0.4922881270304425,564873,0.0,-0.296,1,2023-01-26
216,204,-0.025952544138288722,0.3315972655192001,109627,0.0,-0.296,1,2023-01-26
221,194,0.05800094456695258,-0.0395224662644002,425687,0.0,-0.296,1,2023-01-26
377,32,0.41528903079345963,-0.24433082553749483,519657,0.0,-0.296,1,2023-01-26
266,134,-0.10734124208237372,0.25391902803062694,881641,1.8121017473600247,-0.296,1,2023-01-26
209,198,-0.14908827886373724,0.7377640959076786,326617,0.0,-0.296,1,2023-01-26
357,50,0.5091042751782476,-0.4703498357025113,520161,0.0,-0.296,1,2023-01-26
317,103,-0.14893157843020957,-0.5196591981768786,865516,0.0,-0.296,1,2023-01-26
247,164,-0.024273576856282092,-0.0997924125094497,464032,0.0,-0.296,1,2023-01-26
207,200,0.020415068224156223,0.16704061696289538,666145,0.2187249964175504,-0.296,1,2023-01-26
423,3,0.0,0.0,594,1.0,-0.296,1,2023-01-26
411,10,-0.15859679748266725,-0.5628499110661468,475704,0.0,-0.296,1,2023-01-26
302,114,0.2203568519177557,-0.367360824292441,959892,0.0,-0.296,1,2023-01-26
218,206,-0.014461018984864321,0.13876636787314822,35755,0.0,-0.296,1,2023-01-26
416,6,0.08840457346164965,-0.24629005769507506,23507,0.0,-0.296,1,2023-01-26
299,105,-0.48069223586106335,0.5595624207346055,305112,0.0,-0.296,1,2023-01-26
270,147,0.1396169474992465,0.7378680612460178,49568,0.0,-0.296,1,2023-01-26
402,7,-0.5879763810788722,-0.14472333169706536,57132,0.0,-0.296,1,2023-01-26
212,202,0.13064008829532947,-0.28919990160626086,440149,0.0,-0.296,1,2023-01-26
373,46,-0.027058693941306056,0.19411671740502168,395039,0.0,-0.296,1,2023-01-26
298,124,0.012533707363370686,0.07938014663468101,362840,0.0,-0.296,1,2023-01-26
255,157,0.09936285195384631,0.13522952140645794,415959,0.0,-0.296,1,2023-01-26
224,194,-0.159883983350112,0.2996057345548268,418106,0.0,-0.296,1,2023-01-26
319,89,-0.31175280828638674,0.007280060370990715,195480,0.0,-0.296,1,2023-01-26
261,157,0.02177821774893907,0.019444837275838456,15999,0.0,-0.296,1,2023-01-26
305,99,0.2524978949903932,-0.5941934210238189,548202,0.0,-0.296,1,2023-01-27
295,123,-0.11961069413162476,0.5712139978285885,51239,0.0,-0.296,1,2023-01-27
241,184,0.09046866704490736,0.024230202366067655,346540,0.0,-0.296,1,2023-01-27
413,0,0.0,0.0,358117,0.0,-0.296,1,2023-01-27
385,12,0.5818654732785219,-0.6311671434312356,390560,0.0,-0.296,1,2023-01-27
327,84,0.24424846038722642,-0.17752613893037528,72482,0.0,-0.296,1,2023-01-27
253,169,-0.2549734134574186,0.25399650382731354,7051,0.0,-0.296,1,2023-01-27
316,100,0.01828560418416227,-0.33218847601228124,834079,0.0,-0.296,1,2023-01-27
336,74,0.005543687780126081,0.04261709980971925,831359,0.0,-0.296,1,2023-01-27
248,175,-0.13194382838522786,0.13743422958952303,312273,0.0,-0.296,1,2023-01-27
262,155,0.014779604443228072,0.07907088377127018,160593,0.0,-0.296,1,2023-01-27
363,55,-0.1682058727644568,0.19466522353639382,36072,0.0,-0.296,1,2023-01-27
220,210,0.025673893128981752,-0.13546671753054929,324,9.423969467885033,-0.296,1,2023-01-27
389,22,-0.010589366525003297,0.024779117668507714,85563,0.0,-0.296,1,2023-01-27
310,88,0.057075255964202085,-0.07167590283876542,977707,7.769775378734948,-0.296,1,2023-01-27
247,180,0.26462369799329505,-0.7477525114147469,44187,0.0,-0.296,1,2023-01-27
326,89,0.009122697988600529,0.05777708726113667,276896,0.0,-0.296,1,2023-01-27
395,4,0.09561328674499488,-0.20010019638975726,951421,1.0,-0.296,1,2023-01-27
219,206,-0.008436333012009883,-0.1592894373102494,4737,1.0,-0.296,1,2023-01-27
375,47,-0.05516053970354071,0.18202978102168435,72670,0.0,-0.296,1,2023-01-27
217,212,-0.07274438187230131,0.43743604645985457,24638,0.0,-0.296,1,2023-01-27
221,189,-0.017788859978078275,0.09550560891516538,289826,0.0,-0.296,1,2023-01-27
205,200,-0.11666571219834651,0.8509894971781571,719213,1.0,-0.296,1,2023-01-27
308,108,0.3781983116030102,-0.5477192789281008,458905,0.0,-0.296,1,2023-01-27
276,142,0.24516869207875883,-0.023629014525190534,861759,0.0,-0.296,1,2023-01-27
394,11,-0.8609922706191039,-0.14131788028398665,543497,0.0,-0.296,1,2023-01-27
411,2,0.0,0.0,99303,0.0,-0.296,1,2023-01-27
376,18,0.6423930480890689,-0.5126201547056608,391513,0.0,-0.296,1,2023-01-27
213,202,0.022,0.13,212919,0.0,-0.296,1,2023-01-27
212,207,0.021,0.14110793359571472,372268,0.0,-0.296,1,2023-01-27
220,186,-0.20742933933979624,0.7600332807817713,613370,0.0,-0.296,1,2023-01-27
300,120,0.1576482489331882,-0.3364270184357602,479563,0.0,-0.296,1,2023-01-27
243,176,0.15244484315909188,-0.11569293175734174,461292,0.0,-0.296,1,2023-01-27
211,203,-0.04902679742125119,0.2501287788690283,523430,0.0,-0.296,1,2023-01-30
357,66,0.029965941050014076,-0.030922300870759204,45040,0.0,-0.296,1,2023-01-30
215,213,-0.18519091845891997,0.8753591330651399,52,1.6858886356450449,-0.296,1,2023-01-31
209,201,0.02403190938564316,0.16387236245742737,779957,18.0,-0.296,1,2023-01-31
347,79,0.28713323722822887,-0.2996535818748086,259722,0.0,-0.296,1,2023-01-31
222,199,-0.11256654628139912,0.9636084522192182,88865,0.0,-0.296,1,2023-01-31
317,102,-0.17393937529748826,0.06467781825141258,835349,0.0,-0.296,1,2023-01-31
412,10,0.13881918202348445,-0.6353647177228712,474340,0.0,-0.296,1,2023-01-31
238,146,0.0759277792669957,-0.1303382563656803,291101,0.0,-0.296,1,2023-02-01
278,143,0.020338683525678733,0.012624010464214385,9981,0.0,-0.296,1,2023-02-01
210,206,0.024,0.146,960538,0.0,-0.296,1,2023-02-01
372,14,0.0015104128016177518,0.009268442191745297,219445,0.0,-0.296,1,2023-02-01
319,110,0.023,-0.6999194225184531,333,0.0,-0.296,1,2023-02-01
210,204,0.021373377611468236,0.07458499973102717,624996,0.0,-0.296,1,2023-02-02
363,58,0.7096305197173617,-0.19515195673221997,502058,0.0,-0.296,1,2023-02-02
296,98,0.010797301471327866,0.0760505581893528,659383,0.0,-0.296,1,2023-02-02
309,106,-0.01813972257120855,-0.7017248777047376,355533,0.0,-0.296,1,2023-02-06
360,41,0.41855003293573856,-0.5638821507982136,548774,0.0,-0.296,1,2023-02-07
224,199,0.10897487880791357,-0.19771205843602374,10940,0.0,-0.296,1,2023-02-07
