yea_count,nay_count,nominate_mid_1,nominate_mid_2,cumulative_rolls,action_count,sentiment,passed,date
352,65,0.273,-0.501,421956,0.0,-0.296,1,2024-03-13
89,1,0.0,0.0,422400,0.0,-0.296,0,2024-03-14
48,40,-0.061,0.073,422845,0.0,-0.296,0,2024-03-14
390,9,0.0,0.0,423651,0.0,-0.296,1,2024-03-19
50,47,-0.06,0.07,424097,0.0,-0.296,0,2024-03-19
365,30,0.403,-0.572,424902,0.0,-0.296,1,2024-03-19
216,200,0.046,-0.021,425715,0.0,-0.296,1,2024-03-20
50,49,-0.06,0.07,426163,0.0,-0.296,0,2024-03-20
204,211,0.017,0.117,426975,0.0,-0.296,0,2024-03-20
50,48,-0.06,0.07,427422,0.0,-0.296,0,2024-03-20
202,213,0.017,0.117,428232,0.0,-0.296,0,2024-03-20
414,0,0.0,0.0,429041,0.0,-0.296,1,2024-03-20
214,200,0.016,0.114,429849,0.0,-0.296,1,2024-03-20
207,192,0.017,0.117,430656,0.0,-0.296,1,2024-03-20
229,188,0.266,-0.663,431467,0.0,-0.296,1,2024-03-20
50,49,-0.06,0.07,431916,0.0,-0.296,0,2024-03-20
50,49,-0.06,0.07,432366,0.0,-0.296,0,2024-03-20
213,205,-0.123,0.535,433185,0.0,-0.296,1,2024-03-21
205,213,0.122,0.993,434003,0.0,-0.296,0,2024-03-21
99,323,0.127,-0.992,434820,0.0,-0.296,0,2024-03-21
222,196,0.166,-0.291,435635,0.0,-0.296,1,2024-03-21
217,200,-0.026,0.095,436449,0.0,-0.296,1,2024-03-21
393,24,0.563,-0.827,437265,0.0,-0.296,1,2024-03-21
50,48,-0.06,0.07,437717,0.0,-0.296,0,2024-03-21
70,25,-0.036,0.999,438170,0.0,-0.296,0,2024-03-21
50,49,-0.06,0.07,438621,0.0,-0.296,0,2024-03-21
90,8,0.724,-0.002,439077,0.0,-0.296,0,2024-03-22
88,7,0.781,-0.068,439531,0.0,-0.296,0,2024-03-22
78,18,0.665,0.747,439986,0.0,-0.296,0,2024-03-22
286,134,0.355,-0.014,440806,0.0,-0.296,1,2024-03-22
206,211,0.022,0.133,441627,0.0,-0.296,0,2024-03-22
209,204,0.228,-0.528,442449,0.0,-0.296,1,2024-03-22
45,51,0.035,-0.076,442906,0.0,-0.296,0,2024-03-22
47,51,0.035,-0.075,443369,0.0,-0.296,0,2024-03-23
47,51,0.035,-0.075,443833,0.0,-0.296,0,2024-03-23
51,47,-0.074,0.997,444292,0.0,-0.296,0,2024-03-23
51,47,0.035,-0.075,444752,0.0,-0.296,0,2024-03-23
47,51,0.035,-0.075,445213,0.0,-0.296,0,2024-03-23
47,51,0.035,-0.075,445678,0.0,-0.296,0,2024-03-23
34,63,0.18,0.984,446136,0.0,-0.296,0,2024-03-23
74,24,0.659,0.752,446602,0.0,-0.296,0,2024-03-23
51,47,0.035,-0.075,447064,0.0,-0.296,0,2024-03-23
68,18,0.342,0.719,447531,0.0,-0.296,0,2024-04-08
78,21,0.347,0.69,447999,0.0,-0.296,0,2024-04-09
406,0,0.0,0.0,448823,0.0,-0.296,1,2024-04-09
378,26,0.415,-0.705,449646,0.0,-0.296,1,2024-04-09
58,42,0.365,-0.017,450115,0.0,-0.296,0,2024-04-09
58,42,0.365,-0.017,450585,0.0,-0.296,0,2024-04-09
97,2,0.0,0.0,451056,0.0,-0.296,0,2024-04-09
50,48,-0.375,0.927,451530,0.0,-0.296,0,2024-04-10
53,47,0.193,-0.981,452003,0.0,-0.296,0,2024-04-10
100,0,0.0,0.0,452475,0.0,-0.296,0,2024-04-10
193,228,-0.285,0.958,453301,0.0,-0.296,0,2024-04-10
385,31,0.312,-0.95,454128,0.0,-0.296,1,2024-04-10
210,209,0.017,0.117,454953,0.0,-0.296,1,2024-04-10
49,44,0.167,-0.066,455428,0.0,-0.296,0,2024-04-11
48,40,-0.188,0.982,455904,0.0,-0.296,0,2024-04-11
401,15,0.932,0.362,456732,0.0,-0.296,1,2024-04-11
332,82,0.536,-0.844,457561,0.0,-0.296,1,2024-04-11
268,152,0.183,-0.095,458395,0.0,-0.296,0,2024-04-12
269,153,0.127,0.236,459228,0.0,-0.296,0,2024-04-12
236,186,0.151,-0.014,460064,0.0,-0.296,0,2024-04-12
273,147,0.144,-0.108,460901,0.0,-0.296,1,2024-04-12
208,202,0.022,0.132,461731,0.0,-0.296,1,2024-04-12
213,208,0.022,0.132,462562,0.0,-0.296,1,2024-04-12
227,193,-0.115,-0.019,463397,0.0,-0.296,0,2024-04-12
212,212,0.078,0.028,464229,0.0,-0.296,0,2024-04-12
84,3,0.749,0.464,464707,0.0,-0.296,0,2024-04-15
39,50,0.209,-0.048,465184,0.0,-0.296,0,2024-04-15
294,105,-0.087,-0.414,466025,0.0,-0.296,1,2024-04-15
383,11,-0.138,-0.876,466865,0.0,-0.296,1,2024-04-15
382,11,-0.891,0.455,467704,0.0,-0.296,1,2024-04-15
259,128,0.095,-0.138,468542,0.0,-0.296,1,2024-04-15
50,49,0.333,0.943,469022,0.0,-0.296,0,2024-04-16
411,14,-0.048,-0.856,469873,0.0,-0.296,1,2024-04-16
96,2,0.0,0.0,470352,0.0,-0.296,0,2024-04-16
212,208,0.022,0.132,471194,0.0,-0.296,1,2024-04-16
407,16,-0.062,-0.819,472044,0.0,-0.296,1,2024-04-16
406,19,0.059,-0.834,472892,0.0,-0.296,1,2024-04-16
410,13,0.182,-0.833,473739,0.0,-0.296,1,2024-04-16
419,4,0.0,0.0,474585,0.0,-0.296,1,2024-04-16
408,13,-0.235,-0.834,475430,0.0,-0.296,1,2024-04-16
419,4,0.0,0.0,476274,0.0,-0.296,1,2024-04-16
214,208,0.022,0.132,477117,0.0,-0.296,1,2024-04-16
391,34,0.197,-0.763,477966,0.0,-0.296,1,2024-04-16
377,44,-0.526,-0.192,478818,0.0,-0.296,1,2024-04-16
176,246,0.186,0.134,479671,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,480157,0.0,-0.296,0,2024-04-17
219,199,0.122,0.05,481011,0.0,-0.296,1,2024-04-17
285,135,-0.26,-0.129,481866,0.0,-0.296,1,2024-04-17
51,48,0.038,-0.069,482350,0.0,-0.296,0,2024-04-17
259,160,-0.231,0.024,483207,0.0,-0.296,1,2024-04-17
271,147,-0.148,-0.287,484065,0.0,-0.296,1,2024-04-17
49,51,0.035,-0.075,484550,0.0,-0.296,0,2024-04-17
51,49,0.035,-0.075,485042,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,485523,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,486005,0.0,-0.296,0,2024-04-17
51,49,0.035,-0.075,486496,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,486986,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,487475,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,487963,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,488450,0.0,-0.296,0,2024-04-17
49,51,0.035,-0.075,488933,0.0,-0.296,0,2024-04-17
278,141,-0.173,-0.273,489789,0.0,-0.296,1,2024-04-17
67,32,0.864,0.503,490282,0.0,-0.296,0,2024-04-18
404,14,-0.859,0.511,491141,0.0,-0.296,1,2024-04-18
52,46,0.202,-0.979,491635,0.0,-0.296,0,2024-04-18
316,94,0.495,-0.181,492495,0.0,-0.296,1,2024-04-19
62,30,0.841,0.54,492990,0.0,-0.296,0,2024-04-19
31,61,-0.993,0.122,493486,0.0,-0.296,0,2024-04-19
17,75,0.09,-0.933,493983,0.0,-0.296,0,2024-04-19
34,58,-0.957,0.29,494481,0.0,-0.296,0,2024-04-19
11,81,0.704,0.71,494980,0.0,-0.296,0,2024-04-19
42,50,-0.904,0.428,495480,0.0,-0.296,0,2024-04-19
40,53,-0.987,0.161,495981,0.0,-0.296,0,2024-04-19
60,34,0.88,0.474,496483,0.0,-0.296,0,2024-04-19
249,167,-0.33,0.403,497345,0.0,-0.296,0,2024-04-20
311,112,-0.03,-0.881,498214,0.0,-0.296,1,2024-04-20
88,336,0.092,-0.803,499082,0.0,-0.296,0,2024-04-20
154,272,0.129,-0.715,499949,0.0,-0.296,0,2024-04-20
215,199,-0.049,0.138,500810,0.0,-0.296,0,2024-04-20
366,58,1.0,-0.014,501680,0.0,-0.296,1,2024-04-20
360,58,0.338,-0.427,502543,0.0,-0.296,1,2024-04-20
71,351,-0.027,-1.0,503409,0.0,-0.296,0,2024-04-20
105,319,0.094,-0.837,504274,0.0,-0.296,0,2024-04-20
385,34,0.274,-0.871,505138,0.0,-0.296,1,2024-04-20
48,50,0.335,0.942,505641,0.0,-0.296,0,2024-04-23
80,19,0.777,0.629,506145,0.0,-0.296,0,2024-04-23
75,20,0.659,0.752,506650,0.0,-0.296,0,2024-04-23
79,18,0.794,0.608,507156,0.0,-0.296,0,2024-04-23
341,48,0.325,-0.946,508027,0.0,-0.296,1,2024-04-29
354,36,0.338,-0.751,508899,0.0,-0.296,1,2024-04-29
209,205,-0.01,0.272,509786,0.0,-0.296,1,2024-04-30
205,210,0.022,0.131,510672,0.0,-0.296,0,2024-04-30
214,201,-0.18,0.699,511557,0.0,-0.296,1,2024-04-30
204,211,0.117,0.993,512441,0.0,-0.296,0,2024-04-30
212,202,-0.063,0.334,513324,0.0,-0.296,1,2024-04-30
204,210,0.022,0.131,514206,0.0,-0.296,0,2024-04-30
209,205,0.022,0.132,515086,0.0,-0.296,1,2024-04-30
205,210,0.022,0.131,515974,0.0,-0.296,0,2024-04-30
406,6,0.0,0.0,516853,0.0,-0.296,1,2024-04-30
413,0,0.0,0.0,517731,0.0,-0.296,1,2024-04-30
394,19,0.401,-0.916,518607,0.0,-0.296,1,2024-04-30
333,75,0.31,-0.951,519482,0.0,-0.296,1,2024-04-30
364,44,0.566,-0.333,520356,0.0,-0.296,1,2024-04-30
402,6,0.0,0.0,521229,0.0,-0.296,1,2024-04-30
209,205,0.022,0.132,522110,0.0,-0.296,1,2024-04-30
403,10,0.0,0.0,522987,0.0,-0.296,1,2024-04-30
212,203,-0.073,0.29,523876,0.0,-0.296,1,2024-04-30
53,42,0.351,-0.108,524383,0.0,-0.296,0,2024-04-30
223,191,-0.087,0.056,525277,0.0,-0.296,1,2024-05-01
210,204,-0.217,0.976,526170,0.0,-0.296,1,2024-05-01
214,199,0.07,-0.084,527062,0.0,-0.296,1,2024-05-01
201,211,0.022,0.132,527953,0.0,-0.296,0,2024-05-01
320,91,-0.751,0.66,528843,0.0,-0.296,1,2024-05-01
54,44,0.351,-0.108,529351,0.0,-0.296,0,2024-05-01
89,10,-0.679,0.734,529860,0.0,-0.296,0,2024-05-01
81,10,-0.714,0.7,530370,0.0,-0.296,0,2024-05-02
377,4,0.0,0.0,531265,0.0,-0.296,1,2024-05-06
352,27,0.476,-0.644,532161,0.0,-0.296,1,2024-05-06
52,40,0.211,-0.099,532672,0.0,-0.296,0,2024-05-07
205,199,0.021,0.13,533571,0.0,-0.296,1,2024-05-07
371,28,0.795,-0.041,534468,0.0,-0.296,1,2024-05-07
204,200,0.021,0.13,535366,0.0,-0.296,1,2024-05-07
214,191,-0.127,0.371,536269,0.0,-0.296,0,2024-05-07
208,199,0.007,0.049,537169,0.0,-0.296,0,2024-05-07
202,206,0.022,0.131,538070,0.0,-0.296,0,2024-05-07
212,195,0.126,-0.434,538972,0.0,-0.296,1,2024-05-07
401,0,0.0,0.0,539876,0.0,-0.296,1,2024-05-07
385,24,-0.192,-0.981,540781,0.0,-0.296,1,2024-05-08
12,85,-0.108,-0.994,541293,0.0,-0.296,0,2024-05-08
216,195,-0.166,0.449,542202,0.0,-0.296,1,2024-05-08
358,41,0.011,-1.0,543115,0.0,-0.296,1,2024-05-08
393,13,-0.987,-0.162,544027,0.0,-0.296,1,2024-05-08
206,202,0.022,0.132,544938,0.0,-0.296,1,2024-05-08
203,207,0.022,0.132,545848,0.0,-0.296,0,2024-05-08
203,208,0.022,0.132,546756,0.0,-0.296,0,2024-05-08
228,182,0.043,-0.618,547663,0.0,-0.296,1,2024-05-08
359,43,0.395,-0.578,548569,0.0,-0.296,1,2024-05-08
84,13,0.999,0.033,549082,0.0,-0.296,0,2024-05-09
88,4,0.094,0.996,549596,0.0,-0.296,0,2024-05-09
50,41,0.035,-0.092,550111,0.0,-0.296,0,2024-05-14
370,18,-0.23,-0.878,551025,0.0,-0.296,1,2024-05-14
376,16,0.782,-0.346,551940,0.0,-0.296,1,2024-05-14
61,33,0.422,0.204,552459,0.0,-0.296,0,2024-05-15
212,201,0.022,0.132,553375,0.0,-0.296,1,2024-05-15
51,42,0.267,-0.088,553893,0.0,-0.296,0,2024-05-15
52,42,0.267,-0.088,554410,0.0,-0.296,0,2024-05-15
49,45,0.002,-0.24,554926,0.0,-0.296,0,2024-05-15
388,24,0.621,-0.472,555856,0.0,-0.296,1,2024-05-15
390,19,0.742,-0.344,556785,0.0,-0.296,1,2024-05-15
334,79,0.82,-0.17,557713,0.0,-0.296,1,2024-05-15
378,34,0.349,-0.672,558640,0.0,-0.296,1,2024-05-15
46,49,0.002,-0.228,559160,0.0,-0.296,0,2024-05-15
399,13,0.61,-0.792,560086,0.0,-0.296,1,2024-05-15
374,36,0.701,-0.22,561009,0.0,-0.296,1,2024-05-15
265,148,-0.277,0.038,561931,0.0,-0.296,1,2024-05-15
356,55,0.038,-0.999,562852,0.0,-0.296,1,2024-05-15
223,185,-0.275,0.58,563772,0.0,-0.296,1,2024-05-15
225,181,0.161,-0.507,564691,0.0,-0.296,1,2024-05-15
387,26,0.727,-0.433,565609,0.0,-0.296,1,2024-05-15
212,200,0.178,-0.753,566526,0.0,-0.296,1,2024-05-15
376,33,0.226,-0.915,567450,0.0,-0.296,1,2024-05-15
408,3,0.0,0.0,568375,0.0,-0.296,1,2024-05-15
254,157,-0.218,-0.02,569308,0.0,-0.296,1,2024-05-16
197,213,-0.116,0.226,570240,0.0,-0.296,0,2024-05-16
90,4,-0.987,0.162,570762,0.0,-0.296,0,2024-05-16
60,38,-0.102,0.995,571283,0.0,-0.296,0,2024-05-16
52,43,0.21,-0.093,571806,0.0,-0.296,0,2024-05-16
224,187,-0.296,0.955,572741,0.0,-0.296,1,2024-05-16
202,210,0.022,0.131,573675,0.0,-0.296,0,2024-05-16
221,185,0.255,-0.59,574606,0.0,-0.296,1,2024-05-16
337,61,-0.098,-0.995,575542,0.0,-0.296,1,2024-05-17
49,40,0.21,-0.095,576066,0.0,-0.296,0,2024-05-20
382,7,0.0,0.0,577003,0.0,-0.296,1,2024-05-21
392,2,0.0,0.0,577941,0.0,-0.296,1,2024-05-21
66,27,0.498,-0.867,578466,0.0,-0.296,0,2024-05-21
66,26,0.415,0.653,578992,0.0,-0.296,0,2024-05-21
64,29,0.409,-0.912,579519,0.0,-0.296,0,2024-05-21
50,45,0.222,-0.975,580047,0.0,-0.296,0,2024-05-21
56,38,0.244,-0.97,580579,0.0,-0.296,0,2024-05-22
66,28,0.421,0.486,581108,0.0,-0.296,0,2024-05-22
50,44,-0.029,0.451,581638,0.0,-0.296,0,2024-05-22
50,44,-0.012,0.333,582169,0.0,-0.296,0,2024-05-22
205,203,0.025,0.161,583108,0.0,-0.296,1,2024-05-22
204,203,0.022,0.131,584048,0.0,-0.296,1,2024-05-22
204,209,0.021,0.129,584989,0.0,-0.296,0,2024-05-22
411,0,0.0,0.0,585931,0.0,-0.296,0,2024-05-22
225,191,-0.084,-0.069,586874,0.0,-0.296,0,2024-05-22
279,136,-0.19,-0.354,587818,0.0,-0.296,1,2024-05-22
204,176,-0.097,0.317,588763,0.0,-0.296,0,2024-05-23
262,143,-0.375,0.393,589713,0.0,-0.296,1,2024-05-23
43,50,0.268,0.963,590247,0.0,-0.296,0,2024-05-23
206,193,0.019,0.245,591193,0.0,-0.296,0,2024-05-23
212,195,-0.077,0.323,592140,0.0,-0.296,0,2024-05-23
216,192,-0.096,0.315,593088,0.0,-0.296,1,2024-05-23
195,212,0.022,0.136,594037,0.0,-0.296,0,2024-05-23
56,39,0.247,-0.969,594570,0.0,-0.296,0,2024-05-23
369,2,0.0,0.0,595522,0.0,-0.296,1,2024-06-03
371,0,0.0,0.0,596473,0.0,-0.296,1,2024-06-03
74,15,0.717,-0.697,597008,0.0,-0.296,0,2024-06-03
81,17,0.64,-0.442,597544,0.0,-0.296,0,2024-06-04
57,41,0.243,0.338,598082,0.0,-0.296,0,2024-06-04
56,42,0.195,0.378,598621,0.0,-0.296,0,2024-06-04
247,155,0.099,-0.995,599581,0.0,-0.296,1,2024-06-04
206,200,0.036,0.143,600540,0.0,-0.296,0,2024-06-04
46,354,0.122,-0.79,601497,0.0,-0.296,0,2024-06-04
211,193,0.19,-0.389,602453,0.0,-0.296,0,2024-06-04
207,195,0.01,-1.0,603408,0.0,-0.296,0,2024-06-04
208,195,0.022,0.143,604362,0.0,-0.296,1,2024-06-04
205,193,0.02,0.135,605315,0.0,-0.296,1,2024-06-04
57,41,0.243,0.338,605852,0.0,-0.296,0,2024-06-04
290,116,0.625,-0.254,606810,0.0,-0.296,0,2024-06-04
55,38,0.127,0.669,607350,0.0,-0.296,0,2024-06-05
53,40,0.304,-0.003,607891,0.0,-0.296,0,2024-06-05
51,39,0.222,0.975,608433,0.0,-0.296,0,2024-06-05
237,169,-0.224,0.224,609396,0.0,-0.296,0,2024-06-05
199,207,0.022,0.142,610360,0.0,-0.296,0,2024-06-05
333,70,0.47,-0.882,611321,0.0,-0.296,0,2024-06-05
392,11,-0.257,-0.967,612283,0.0,-0.296,0,2024-06-05
209,197,-0.254,0.861,613248,0.0,-0.296,1,2024-06-05
351,56,0.407,-0.601,614215,0.0,-0.296,1,2024-06-11
384,25,0.478,-0.726,615181,0.0,-0.296,1,2024-06-11
67,24,0.724,-0.69,615724,0.0,-0.296,0,2024-06-11
81,346,-0.125,-0.93,616701,0.0,-0.296,0,2024-06-12
238,187,-0.418,0.908,617677,0.0,-0.296,0,2024-06-12
201,217,-0.095,0.861,618652,0.0,-0.296,0,2024-06-12
215,210,0.203,-0.852,619626,0.0,-0.296,0,2024-06-12
196,231,0.226,0.197,620599,0.0,-0.296,0,2024-06-12
173,241,0.31,0.425,621571,0.0,-0.296,0,2024-06-12
204,199,0.029,0.786,622542,0.0,-0.296,0,2024-06-12
391,26,0.559,-0.52,623512,0.0,-0.296,1,2024-06-12
210,204,0.025,0.164,624480,0.0,-0.296,1,2024-06-12
208,207,0.025,0.162,625449,0.0,-0.296,1,2024-06-12
67,27,0.652,0.758,625993,0.0,-0.296,0,2024-06-12
86,9,-0.509,-0.426,626538,0.0,-0.296,0,2024-06-12
83,12,-0.572,0.018,627084,0.0,-0.296,0,2024-06-12
63,31,0.58,-0.478,627631,0.0,-0.296,0,2024-06-12
216,207,-0.004,-0.551,628609,0.0,-0.296,1,2024-06-12
214,207,0.073,0.153,629590,0.0,-0.296,0,2024-06-13
134,286,0.123,-0.176,630572,0.0,-0.296,0,2024-06-13
216,206,0.132,-0.751,631555,0.0,-0.296,0,2024-06-13
212,212,0.187,0.338,632539,0.0,-0.296,0,2024-06-13
211,208,0.165,0.093,633524,0.0,-0.296,0,2024-06-13
214,210,0.158,0.26,634510,0.0,-0.296,0,2024-06-13
217,206,0.09,0.185,635501,0.0,-0.296,0,2024-06-13
218,206,0.021,0.141,636489,0.0,-0.296,0,2024-06-13
213,206,0.077,-0.997,637469,0.0,-0.296,0,2024-06-13
192,230,0.217,-0.178,638456,0.0,-0.296,0,2024-06-13
221,202,0.068,-0.069,639445,0.0,-0.296,0,2024-06-13
63,33,0.529,-0.849,639993,0.0,-0.296,0,2024-06-13
48,47,0.231,0.973,640542,0.0,-0.296,0,2024-06-13
205,216,0.195,0.026,641534,0.0,-0.296,0,2024-06-13
218,205,-0.058,-0.998,642527,0.0,-0.296,0,2024-06-13
74,343,-0.006,-0.82,643506,0.0,-0.296,0,2024-06-13
215,206,0.078,0.165,644496,0.0,-0.296,0,2024-06-13
188,228,0.297,0.104,645490,22.0,-0.296,0,2024-06-14
202,214,0.021,0.134,646486,22.0,-0.296,0,2024-06-14
217,199,-0.237,0.669,647483,22.0,-0.296,1,2024-06-14
272,144,-0.461,0.794,648478,22.0,-0.296,0,2024-06-14
50,39,0.378,-0.22,649028,0.0,-0.296,0,2024-06-17
52,42,0.377,-0.221,649579,0.0,-0.296,0,2024-06-18
88,2,0.0,0.0,650131,0.0,-0.296,0,2024-06-18
45,26,0.182,-0.218,650684,0.0,-0.296,0,2024-06-20
43,27,0.002,-0.267,651238,0.0,-0.296,0,2024-06-20
368,7,0.0,0.0,652236,0.0,-0.296,1,2024-06-25
375,8,0.0,0.0,653235,0.0,-0.296,1,2024-06-25
368,19,0.192,-0.698,654235,0.0,-0.296,1,2024-06-25
191,222,0.296,0.94,655249,0.0,-0.296,0,2024-06-26
190,222,0.296,0.955,656262,0.0,-0.296,0,2024-06-26
235,176,0.033,-0.331,657274,0.0,-0.296,0,2024-06-26
193,216,0.269,0.796,658285,0.0,-0.296,0,2024-06-26
189,222,0.22,-0.976,659295,0.0,-0.296,0,2024-06-26
206,208,0.109,0.401,660303,0.0,-0.296,0,2024-06-26
207,206,0.077,0.167,661310,0.0,-0.296,0,2024-06-26
204,203,-0.016,1.0,662319,0.0,-0.296,0,2024-06-26
200,208,0.025,-0.926,663324,0.0,-0.296,0,2024-06-26
94,302,-0.047,-0.952,664328,0.0,-0.296,0,2024-06-26
193,173,0.035,-0.068,665331,0.0,-0.296,0,2024-06-26
207,201,0.023,0.162,666333,0.0,-0.296,1,2024-06-26
188,152,0.014,0.176,667334,0.0,-0.296,1,2024-06-26
193,218,0.167,0.986,668340,0.0,-0.296,0,2024-06-26
216,197,0.072,-0.509,669372,0.0,-0.296,0,2024-06-27
101,312,0.153,-0.797,670405,0.0,-0.296,0,2024-06-27
182,230,0.126,-0.344,671439,0.0,-0.296,0,2024-06-27
103,308,0.228,-0.637,672474,0.0,-0.296,0,2024-06-27
208,202,0.076,0.174,673510,0.0,-0.296,0,2024-06-27
209,200,0.033,0.873,674549,0.0,-0.296,0,2024-06-27
149,259,0.281,-0.318,675587,0.0,-0.296,0,2024-06-27
257,154,-0.179,-0.258,676627,0.0,-0.296,0,2024-06-27
103,308,-0.035,-0.83,677668,0.0,-0.296,0,2024-06-27
76,335,-0.047,-0.855,678710,0.0,-0.296,0,2024-06-27
269,144,-0.13,-0.227,679741,0.0,-0.296,0,2024-06-27
218,188,-0.043,-0.001,680778,0.0,-0.296,0,2024-06-27
163,249,0.299,-0.954,681807,0.0,-0.296,0,2024-06-27
109,303,-0.123,-0.992,682830,0.0,-0.296,0,2024-06-27
175,236,0.085,-0.996,683857,0.0,-0.296,0,2024-06-27
81,331,0.169,-0.627,684883,0.0,-0.296,0,2024-06-27
70,342,0.037,-0.781,685908,0.0,-0.296,0,2024-06-27
133,277,0.15,-0.631,686932,0.0,-0.296,0,2024-06-27
76,334,-0.009,-0.934,687954,0.0,-0.296,0,2024-06-27
61,350,0.007,-0.829,688975,0.0,-0.296,0,2024-06-27
156,254,0.343,0.113,689995,0.0,-0.296,0,2024-06-27
210,204,-0.015,0.498,691014,0.0,-0.296,0,2024-06-27
166,244,0.222,-0.194,692032,0.0,-0.296,0,2024-06-27
164,244,0.241,-0.098,693049,0.0,-0.296,0,2024-06-27
180,227,0.354,0.712,694065,0.0,-0.296,0,2024-06-27
164,246,0.416,0.487,695080,0.0,-0.296,0,2024-06-27
161,251,-0.67,0.742,696123,0.0,-0.296,0,2024-06-27
187,225,0.258,-0.966,697151,0.0,-0.296,0,2024-06-27
210,201,0.11,-0.083,698195,0.0,-0.296,0,2024-06-27
213,199,0.265,-0.964,699225,0.0,-0.296,0,2024-06-27
202,211,0.023,0.16,700273,0.0,-0.296,0,2024-06-28
201,187,0.08,0.157,701318,0.0,-0.296,0,2024-06-28
211,199,-0.116,0.456,702364,0.0,-0.296,0,2024-06-28
129,284,0.063,-0.212,703411,0.0,-0.296,0,2024-06-28
217,198,-0.19,0.591,704460,0.0,-0.296,1,2024-06-28
201,213,0.125,0.992,705510,0.0,-0.296,0,2024-06-28
212,203,-0.304,0.886,706561,0.0,-0.296,1,2024-06-28
200,212,0.023,0.16,707613,0.0,-0.296,0,2024-06-28
212,200,-0.171,0.985,708666,0.0,-0.296,1,2024-06-28
349,19,0.714,-0.359,709720,1.0,-0.296,1,2024-07-08
333,51,0.488,-0.521,710775,1.0,-0.296,1,2024-07-08
47,43,-0.089,-0.064,711330,1.0,-0.296,0,2024-07-08
212,192,-0.049,0.189,712389,1.0,-0.296,1,2024-07-09
214,192,0.101,-0.298,713450,1.0,-0.296,1,2024-07-09
199,207,0.023,0.138,714510,1.0,-0.296,0,2024-07-09
186,188,-0.084,-0.832,715568,1.0,-0.296,0,2024-07-09
54,39,0.266,0.238,716127,1.0,-0.296,0,2024-07-09
53,42,0.247,-0.07,716685,1.0,-0.296,0,2024-07-09
54,41,0.319,-0.154,717242,1.0,-0.296,0,2024-07-09
55,41,0.324,-0.013,717798,1.0,-0.296,0,2024-07-09
194,186,0.022,0.141,718854,1.0,-0.296,1,2024-07-09
205,201,-0.143,0.99,719911,1.0,-0.296,1,2024-07-09
207,209,-0.022,1.0,720975,14.0,-0.296,0,2024-07-10
221,198,-0.058,0.169,722038,14.0,-0.296,1,2024-07-10
184,197,0.022,0.141,723100,14.0,-0.296,0,2024-07-10
207,211,-0.026,1.0,724165,14.0,-0.296,0,2024-07-10
55,38,0.023,1.0,724726,14.0,-0.296,0,2024-07-10
55,37,0.024,1.0,725288,14.0,-0.296,0,2024-07-10
49,44,0.258,0.966,725851,14.0,-0.296,0,2024-07-10
50,43,0.231,0.001,726411,14.0,-0.296,0,2024-07-10
48,46,0.216,-0.976,726975,1.0,-0.296,0,2024-07-11
52,39,0.283,-0.115,727540,1.0,-0.296,0,2024-07-11
169,240,0.263,0.049,728606,1.0,-0.296,0,2024-07-11
149,262,0.343,-0.135,729673,1.0,-0.296,0,2024-07-11
128,289,0.113,-0.719,730741,1.0,-0.296,0,2024-07-11
206,211,0.022,0.139,731810,1.0,-0.296,0,2024-07-11
205,213,-0.316,0.949,732880,1.0,-0.296,0,2024-07-11
204,210,-0.016,1.0,733951,1.0,-0.296,0,2024-07-11
210,205,0.022,0.139,735023,1.0,-0.296,1,2024-07-11
228,184,-0.097,-0.11,736096,1.0,-0.296,0,2024-07-11
363,0,0.0,0.0,737170,0.0,-0.296,1,2024-07-22
359,13,0.067,-0.998,738246,0.0,-0.296,1,2024-07-22
248,127,0.89,-0.119,739321,0.0,-0.296,0,2024-07-22
158,257,0.117,-0.456,740417,1.0,-0.296,0,2024-07-23
82,6,-0.567,0.658,740983,1.0,-0.296,0,2024-07-23
147,269,0.4,0.162,742087,1.0,-0.296,0,2024-07-23
145,268,-0.008,-1.0,743190,1.0,-0.296,0,2024-07-23
208,211,-0.079,-0.997,744292,1.0,-0.296,0,2024-07-23
145,267,0.197,-0.388,745393,1.0,-0.296,0,2024-07-23
134,272,0.062,-0.67,746493,1.0,-0.296,0,2024-07-23
146,264,0.034,-0.703,747592,1.0,-0.296,0,2024-07-23
178,234,0.224,0.657,748690,1.0,-0.296,0,2024-07-23
188,173,0.032,0.172,749767,1.0,-0.296,1,2024-07-23
408,2,0.0,0.0,750846,1.0,-0.296,1,2024-07-23
404,3,0.0,0.0,751926,1.0,-0.296,1,2024-07-23
199,197,0.124,0.206,753007,1.0,-0.296,0,2024-07-23
195,210,0.43,-0.658,754089,1.0,-0.296,0,2024-07-23
211,197,0.024,0.162,755167,1.0,-0.296,1,2024-07-23
145,274,0.528,0.576,756251,1.0,-0.296,0,2024-07-23
145,273,0.118,-0.639,757346,1.0,-0.296,0,2024-07-23
144,277,0.318,-0.175,758440,1.0,-0.296,0,2024-07-23
